Test Result UID,Sample Name,Sample Type,Test Time,Receival Time,Provider,cis-Nerolidol,trans-Nerolidol,trans-Nerolidol 1,trans-Nerolidol 2,trans-Ocimene,3-Carene,Camphene,Caryophyllene Oxide,Eucalyptol,Geraniol,Guaiol,Isopulegol,Linalool,Ocimene,Terpinolene,alpha-Bisabolol,alpha-Humulene,alpha-Pinene,alpha-Terpinene,beta-Caryophyllene,beta-Myrcene,beta-Ocimene,beta-Pinene,delta-Limonene,gamma-Terpinene,p-Cymene,delta-9 THC-A,delta-9 THC,delta-8 THC,THC-A,THCV,CBN,CBD-A,CBD,delta-9 CBG-A,delta-9 CBG,CBG-A,CBG,CBC,Moisture Content
ns2Hk24G3ZyKa5tgW,White Widow,Flower,2017-04-17,2017-04-15,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.02,0.0,0.0,0.0,0.12,0.03,0.0,0.02,0.11,0.0,0.0,NaN,15.2,NaN,NaN,0.0,0.08,NaN,0.17,NaN,NaN,NaN,0.81,0.21,9.0
ntpdFHiCzxaNsb8ts,Jacked up,Flower,2017-11-09,2017-11-09,48,0.0,0.0,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.13,0.0,0.72,0.06,0.05,0.06,0.03,0.3,1.06,0.12,0.08,0.06,0.0,0.0,NaN,0.86,0.01,20.84,0.01,0.01,0.24,0.01,NaN,NaN,0.77,0.01,0.01,11.96
nx8A4G48fqxdWw5Qi,Orange Diesel,Flower,2018-01-05,2018-01-05,48,0.0,0.0,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.09,0.0,0.03,0.0,0.03,0.03,0.0,0.06,0.26,0.05,0.03,0.06,0.0,0.0,NaN,0.16,0.01,10.54,0.01,0.01,0.01,0.01,NaN,NaN,0.24,0.01,0.01,8.65
nzEMpfnXFkCtT8ndT,Master Kush,Flower,2018-04-27,2018-04-27,NaN,0.0,0.0,NaN,NaN,NaN,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.02,0.08,0.12,0.05,0.0,0.32,0.24,0.0,0.07,0.33,0.0,0.0,NaN,0.39,0.01,19.55,0.01,0.01,0.01,0.01,NaN,NaN,0.59,0.01,0.01,9.75
o2bW99Syow5kxkhQ8,Jon Snow,Flower,2016-02-23,2016-02-22,49,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.22,0.0,0.04,0.61,0.0,0.1,0.07,0.0,0.0,NaN,6.7,NaN,NaN,0.02,0.02,NaN,0.0,NaN,NaN,NaN,0.41,0.02,11.0
o3XhCqq3DbooruHi6,Original Diesel,Flower,2016-04-12,2016-04-11,165,NaN,NaN,0.0,0.17,NaN,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.18,0.0,0.01,0.19,0.43,0.08,0.0,0.97,0.42,0.0,0.13,0.27,0.0,0.0,NaN,21.2,NaN,NaN,0.16,0.17,NaN,0.37,NaN,NaN,NaN,0.64,0.38,11.0
o5G9aPFwbRDQ7rKL8,Orange Chicken,Flower,2015-08-21,2015-08-17,154,NaN,NaN,0.0,0.0,NaN,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.03,0.09,0.43,0.0,0.3,1.44,0.0,0.22,0.32,0.0,0.0,NaN,24.2,NaN,NaN,0.0,0.0,NaN,0.0,NaN,NaN,NaN,0.0,0.0,16.0
o72ieeHsPSQhZvvb9,Mango Puff,Flower,2015-08-21,2015-08-14,181,NaN,NaN,0.0,0.0,NaN,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.71,0.0,0.15,0.38,0.0,0.36,0.32,0.0,0.0,NaN,25.4,NaN,NaN,0.0,0.0,NaN,0.0,NaN,NaN,NaN,0.0,0.0,13.0
o8S7SXCkBCqQ7wTcC,Tangerine Haze,Flower,2018-06-05,2018-06-05,NaN,0.0,0.0,NaN,NaN,NaN,0.0,0.03,0.0,0.0,0.0,0.07,0.0,0.09,0.0,0.02,0.05,0.07,0.09,0.0,0.19,0.08,0.03,0.08,0.33,0.01,0.0,NaN,0.47,0.01,13.53,0.01,0.01,0.01,0.01,NaN,NaN,0.01,0.01,0.01,10.89
oAksmYj7YcbeFFLWY,Deathstar,Flower,2015-08-10,2015-08-07,NaN,NaN,NaN,0.0,0.07,NaN,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.07,0.0,0.0,0.0,0.16,0.01,0.0,0.34,0.23,0.0,0.02,0.12,0.0,0.0,NaN,6.9,NaN,NaN,0.02,0.01,NaN,0.0,NaN,NaN,NaN,0.03,0.17,12.0
oBSiJLTufQjD7Myua,LA Cookies,Flower,2017-04-17,2017-04-15,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.04,0.01,0.0,0.02,0.0,0.19,0.0,0.03,0.52,0.0,0.09,0.11,0.0,0.0,NaN,18.9,NaN,NaN,0.09,0.1,NaN,0.14,NaN,NaN,NaN,1.23,0.25,10.0
oCwfKJtHE4oTrcpoq,Blueberry,Flower,2016-11-22,2016-11-18,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.0,1.72,0.06,0.05,0.07,0.03,0.35,0.26,0.34,0.14,0.26,0.0,0.0,NaN,20.8,NaN,NaN,0.12,0.15,NaN,0.19,NaN,NaN,NaN,2.04,0.25,11.0
oDBaQZETxAuenKF2C,Blackberry,Flower,2018-02-24,2018-02-24,NaN,0.0,0.0,NaN,NaN,NaN,0.0,0.02,0.0,0.0,0.0,0.05,0.0,0.11,0.0,0.0,0.0,0.05,0.12,0.0,0.09,0.63,0.07,0.0,0.06,0.01,0.0,NaN,0.74,0.01,18.09,0.01,0.01,0.01,0.01,NaN,NaN,1.47,0.18,0.01,12.08
oECTSDvgJC9w2jbBi,Alien OG,Flower,2016-10-27,2016-10-25,214,NaN,NaN,0.0,0.0,NaN,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.42,0.0,0.07,0.54,0.14,0.12,0.09,0.0,0.0,NaN,16.0,NaN,NaN,0.11,0.13,NaN,0.15,NaN,NaN,NaN,0.99,0.2,14.0
oFt36fmtAfrHSYhPZ,Super Sour OG,Flower,2015-07-29,2015-06-28,151,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.07,0.09,0.08,0.0,0.27,0.8,0.08,0.11,0.74,0.0,0.0,NaN,32.7,NaN,NaN,0.54,0.14,NaN,0.05,NaN,NaN,NaN,0.33,0.12,15.0
oGLtZx8SkvNR3G7x3,Sunshine Daydream #9,Flower,2017-06-07,2017-06-07,50,0.0,0.0,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.02,0.09,0.04,0.0,0.28,0.13,0.0,0.09,0.49,0.0,0.0,NaN,0.95,0.01,29.23,0.01,0.01,0.2,0.01,NaN,NaN,0.85,0.19,0.07,11.27
oKjgw8xpbjgWEv6HF,Sour Kosher,Flower,2016-09-16,2016-09-15,242,NaN,NaN,0.0,0.0,NaN,0.0,0.03,0.0,0.0,0.0,0.07,0.0,0.17,0.0,0.01,0.03,0.15,0.09,0.0,0.43,0.31,0.0,0.17,0.95,0.0,0.0,NaN,21.9,NaN,NaN,0.13,0.09,NaN,0.15,NaN,NaN,NaN,0.77,0.19,14.0
oMtRFDpZzBuRX5Pba,Hells OG X Querkle,Flower,2016-12-28,2016-12-27,48,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.5,0.02,0.08,0.09,0.0,0.33,0.6,0.0,0.15,0.15,0.0,0.0,NaN,24.7,NaN,NaN,0.11,0.06,NaN,0.13,NaN,NaN,NaN,0.93,0.28,14.0
oNLHPCN4MbwLE3hmF,Lemon G,Flower,2016-11-04,2016-11-02,148,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.05,0.0,0.0,0.14,0.04,0.0,0.0,0.25,0.37,0.01,0.0,0.07,0.0,0.0,NaN,14.0,NaN,NaN,0.0,0.07,NaN,0.12,NaN,NaN,NaN,0.27,0.21,11.0
oPjKYFqCzrLESLgtv,Chocolope 9-B,Flower,2016-02-04,2016-02-03,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.01,0.01,0.03,0.08,0.0,0.08,0.29,0.19,0.11,0.79,0.0,0.0,NaN,19.3,NaN,NaN,0.09,0.02,NaN,0.01,NaN,NaN,NaN,1.78,0.04,12.0
oSnYsX67mNF9fYQDs,269 Death Star,Flower,NaN,NaN,20,0.0,0.0,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.04,0.0,0.03,0.0,0.23,0.13,0.0,0.07,0.47,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
oTvGjYHeNkLe3nkkY,Lemon G,Flower,2016-12-02,2016-11-30,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.06,0.0,0.0,0.09,0.02,0.0,0.0,0.18,0.84,0.05,0.02,0.16,0.0,0.0,NaN,16.1,NaN,NaN,0.05,0.11,NaN,0.13,NaN,NaN,NaN,0.41,0.36,12.0
oWpDpDxxrHpBiwtvc,Euforia,Flower,2016-12-21,2016-12-20,168,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.05,0.0,0.0,0.03,0.01,0.08,0.0,0.08,0.61,0.11,0.07,0.08,0.0,0.0,NaN,10.6,NaN,NaN,0.08,0.15,NaN,0.15,NaN,NaN,NaN,0.85,0.14,10.0
oYEo6HR5Aa85cb4eL,Star Killer OG #2,Flower,2017-03-24,2017-03-23,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.03,0.02,0.01,0.0,0.15,0.15,0.0,0.05,0.23,0.0,0.0,NaN,16.6,NaN,NaN,0.12,0.13,NaN,0.19,NaN,NaN,NaN,0.7,0.75,13.0
oZ7j4guqThfp3u93a,Candy Land,Flower,2017-04-08,2017-04-06,17,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.02,0.23,0.0,0.0,0.51,0.0,0.0,0.0,0.07,0.0,0.0,NaN,22.5,NaN,NaN,0.09,0.1,NaN,0.15,NaN,NaN,NaN,1.9,0.44,14.0
oZMi7YpgmCWfwsbcf,24 K Gold #14,Flower,2016-02-12,2016-02-11,165,NaN,NaN,0.0,0.0,NaN,0.0,0.01,0.01,0.0,0.0,0.06,0.0,0.28,0.0,0.0,0.03,0.2,0.04,0.0,0.49,0.1,0.0,0.07,0.4,0.0,0.0,NaN,22.9,NaN,NaN,0.12,0.02,NaN,0.01,NaN,NaN,NaN,0.98,0.08,11.0
oe9Sv79KXMzs8qtZB,Pennywise (Pre),Flower,2016-08-18,2016-08-17,43,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.12,0.02,0.03,0.1,0.0,0.1,0.2,0.0,0.07,0.03,0.0,0.0,NaN,16.1,NaN,NaN,0.13,0.11,NaN,0.14,NaN,NaN,NaN,1.1,0.21,12.0
ogADYQKLJ52wwNrWs,Q #1,Flower,2016-05-01,2016-04-28,142,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.08,0.0,0.06,0.67,0.08,0.0,0.01,0.0,0.0,NaN,24.3,NaN,NaN,0.17,0.19,NaN,0.18,NaN,NaN,NaN,1.74,0.27,14.0
oo5E5xfGYrHwrzhrw,East Coast Headband,Flower,2017-01-05,2017-01-03,183,NaN,NaN,0.0,0.01,NaN,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.01,0.0,0.0,0.13,0.02,0.0,0.0,0.08,0.0,0.0,NaN,14.1,NaN,NaN,0.08,0.18,NaN,0.16,NaN,NaN,NaN,0.57,0.16,13.0
otsLRFczL3oEtznky,Hells OG,Flower,2016-10-04,2016-10-03,48,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.56,0.01,0.09,0.07,0.02,0.28,0.58,0.01,0.1,0.13,0.02,0.0,NaN,13.9,NaN,NaN,0.07,0.08,NaN,0.11,NaN,NaN,NaN,0.46,0.21,11.0
oudwYAs7ekYk2aFBv,Bruce Banner #3,Flower,2018-02-03,2018-02-03,NaN,0.0,0.0,NaN,NaN,NaN,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.03,0.03,0.11,0.09,0.0,0.23,0.22,0.02,0.09,0.62,0.02,0.0,NaN,0.7,0.01,27.61,0.01,0.01,0.37,0.01,NaN,NaN,1.22,0.09,0.01,7.37
owYoAPGHjs5gdy38d,Double Lem (SDxLG 6),Flower,2016-12-28,2016-12-23,37,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.04,0.04,0.0,0.0,0.23,0.75,0.0,0.02,0.14,0.0,0.0,NaN,17.4,NaN,NaN,0.0,0.07,NaN,0.31,NaN,NaN,NaN,0.43,0.19,12.0
oyxQbmbvRPryLuET3,Purple Chem 77 Days Live Resin Flower,Flower,2018-04-16,2018-04-16,54,0.0,0.0,NaN,NaN,NaN,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.02,0.04,0.11,0.15,0.0,0.29,0.39,0.04,0.09,0.17,0.0,0.0,NaN,0.33,0.01,15.6,0.01,0.01,0.01,0.01,NaN,NaN,0.58,0.11,0.01,15.6
oyxQbmbvRPryLuET3,Purple Chem 77 Days Live Resin Flower,Flower,2018-04-16,2018-04-16,54,0.0,0.0,NaN,NaN,NaN,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.02,0.04,0.11,0.15,0.0,0.29,0.39,0.04,0.09,0.17,0.0,0.0,NaN,0.33,0.01,15.6,0.01,0.01,0.01,0.01,NaN,NaN,0.58,0.11,0.01,15.6
oyxQbmbvRPryLuET3,Purple Chem 77 Days Live Resin Flower,Flower,2018-04-16,2018-04-16,54,0.0,0.0,NaN,NaN,NaN,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.02,0.04,0.11,0.15,0.0,0.29,0.39,0.04,0.09,0.17,0.0,0.0,NaN,0.33,0.01,15.6,0.01,0.01,0.01,0.01,NaN,NaN,0.58,0.11,0.01,15.6
ozHvCMFGH6LLdqTbk,Chem 91,Flower,2018-04-06,2018-04-06,NaN,0.0,0.0,NaN,NaN,NaN,0.08,0.04,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1.79,0.04,0.08,0.13,0.11,0.11,0.51,1.09,0.16,0.36,0.07,0.0,NaN,0.62,0.01,22.9,0.01,0.01,0.01,0.01,NaN,NaN,1.91,0.12,0.01,13.24
ozHvCMFGH6LLdqTbk,Chem 91,Flower,2018-04-06,2018-04-06,NaN,0.0,0.0,NaN,NaN,NaN,0.08,0.04,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1.79,0.04,0.08,0.13,0.11,0.11,0.51,1.09,0.16,0.36,0.07,0.0,NaN,0.62,0.01,22.9,0.01,0.01,0.01,0.01,NaN,NaN,1.91,0.12,0.01,13.24
p2zaCZwWSixyEpTPj,Purple Lambo R2,Flower,2018-03-15,2018-03-15,NaN,0.0,0.04,NaN,NaN,NaN,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.02,0.07,0.12,0.34,0.0,0.37,0.53,0.08,0.11,0.08,0.0,0.0,NaN,0.58,0.01,27.41,0.01,0.01,0.01,0.01,NaN,NaN,0.6,0.08,0.01,9.66
p5kntvYtib6rEJmRK,S1SK-B-2,Flower,2018-04-02,2018-04-02,37,0.0,0.0,NaN,NaN,NaN,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.02,0.0,0.03,0.07,0.0,0.07,0.29,0.0,0.09,0.51,0.02,0.0,NaN,0.39,0.01,17.37,0.01,0.01,0.32,0.01,NaN,NaN,0.32,0.01,0.01,8.59
pGDgCMoheaKGbiYLr,Ninja Fruit,Flower,2018-04-10,2018-04-10,163,0.0,0.0,NaN,NaN,NaN,0.0,0.03,0.0,0.0,0.0,0.03,0.0,0.11,0.0,0.02,0.02,0.05,0.82,0.0,0.09,0.48,0.03,0.31,0.15,0.01,0.0,NaN,0.74,0.01,21.65,0.01,0.01,0.31,0.01,NaN,NaN,0.46,0.07,0.01,8.15
pLm3T5bEKGQhFWQXw,Lemon G,Flower,2015-10-07,2015-10-06,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.08,0.07,0.01,0.02,0.23,0.43,0.02,0.0,0.1,0.0,0.0,NaN,14.3,NaN,NaN,0.02,0.03,NaN,0.01,NaN,NaN,NaN,0.43,0.17,14.0
pLrcvLeXDeXhyo4qy,Orange Bud #4,Flower,2018-05-17,2018-05-17,243,0.0,0.0,NaN,NaN,NaN,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.02,0.04,0.08,0.13,0.0,0.25,0.84,0.09,0.05,0.02,0.0,0.0,NaN,0.55,0.01,20.56,0.01,0.01,0.01,0.01,NaN,NaN,0.92,0.01,0.01,13.09
pQq7HZ7rQCGbq38PY,Double Grape - 3 (Mephisto Genetics),Flower,2017-06-12,2017-06-12,159,0.0,0.0,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0.09,0.02,0.0,0.02,0.0,0.06,0.09,0.03,0.02,0.02,0.0,0.0,NaN,1.39,0.01,15.52,0.01,0.0,0.01,0.01,NaN,NaN,0.76,0.18,0.01,8.31
pXWvPjpjP3mxhjXSj,93' Florida OG,Flower,2017-02-04,2017-02-02,5,NaN,NaN,0.0,0.0,NaN,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.02,0.03,0.06,0.0,0.18,0.11,0.0,0.1,0.52,0.0,0.0,NaN,19.0,NaN,NaN,0.14,0.12,NaN,0.19,NaN,NaN,NaN,1.09,0.21,12.0
pZ8k9jx6jHs5Syuih,SP 1/3-1/6 1/13,Flower,2017-03-01,2017-02-23,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.03,0.0,0.0,0.02,0.0,0.02,0.0,0.08,0.15,0.02,0.0,0.01,0.0,0.0,NaN,14.9,NaN,NaN,0.32,0.16,NaN,0.0,NaN,NaN,NaN,1.48,0.17,NaN
pabQcM7Ak2Kxy8Xhd,Blissful Wizard B - 9 wks,Flower,2016-04-15,2016-04-14,244,NaN,NaN,0.0,0.17,NaN,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.18,0.0,0.01,0.19,0.43,0.08,0.0,0.97,0.42,0.0,0.13,0.27,0.0,0.0,NaN,28.9,NaN,NaN,0.11,0.19,NaN,0.29,NaN,NaN,NaN,1.31,0.39,12.0
pavS9KJ88JGHivA5G,Alpha Pie,Flower,2018-01-09,2018-01-09,198,0.0,0.0,NaN,NaN,NaN,0.0,0.03,0.0,0.0,0.08,0.0,0.0,0.22,0.0,0.0,0.08,0.09,0.06,0.0,0.21,0.05,0.04,0.07,0.26,0.0,0.0,NaN,0.54,0.01,21.32,0.01,0.01,0.01,0.01,NaN,NaN,0.16,0.01,0.01,9.15
pczqnuBjSwK9QKqTD,JE Ran,Flower,2017-01-23,2017-01-20,24,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,3.5,NaN,NaN,0.03,0.04,NaN,0.09,NaN,NaN,NaN,0.17,0.08,9.0
ph3GerbbvhvB9MRYb,Grapefruit Durban - 10 weeks,Flower,2016-11-07,2016-11-07,21,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.03,0.0,0.0,0.02,0.0,0.0,0.0,0.1,0.17,0.0,0.02,0.22,0.0,0.0,NaN,21.8,NaN,NaN,0.09,0.11,NaN,0.15,NaN,NaN,NaN,1.56,0.29,8.0
pmeQJgMiyDW2gB4Kz,#8,Flower,2018-03-08,2018-03-08,NaN,0.0,0.0,NaN,NaN,NaN,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.03,0.18,0.0,0.08,0.28,0.02,0.08,0.03,0.0,0.0,NaN,1.17,0.01,16.53,0.01,0.01,0.01,0.01,NaN,NaN,0.68,0.09,0.01,8.46
ppSyGDYsYPcc7tJra,Blueberry Northern Lights,Flower,2016-04-21,2016-04-20,117,NaN,NaN,0.0,0.04,NaN,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.01,0.2,0.04,0.0,0.44,0.32,0.0,0.06,0.37,0.0,0.0,NaN,14.4,NaN,NaN,0.0,0.11,NaN,0.19,NaN,NaN,NaN,0.26,0.28,13.0
ppZv6Wr9Lo4nX9uEr,Grape God R2,Flower,2018-06-20,2018-06-20,NaN,0.0,0.0,NaN,NaN,NaN,0.03,0.0,0.0,0.0,0.0,0.04,0.0,0.03,0.0,0.19,0.0,0.03,0.0,0.02,0.09,0.15,0.13,0.05,0.03,0.02,0.0,NaN,0.51,0.01,17.06,0.01,0.01,0.01,0.01,NaN,NaN,1.13,0.01,0.01,6.6
pucvWnXrASDeMNZFt,Cosmic Queen #2,Flower,2018-03-05,2018-03-05,159,0.0,0.0,NaN,NaN,NaN,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.02,0.03,0.25,0.04,0.0,0.48,0.4,0.0,0.05,0.22,0.0,0.0,NaN,3.04,0.01,19.8,0.01,0.01,0.01,0.01,NaN,NaN,0.84,0.12,0.05,10.25
pwJt58CvFYkQCZMo5,Organic Blueberry,Flower,2017-01-28,2017-01-26,140,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.02,0.0,0.0,0.0,0.12,1.02,0.07,0.0,0.07,0.0,0.0,NaN,19.4,NaN,NaN,0.17,0.14,NaN,0.18,NaN,NaN,NaN,1.23,0.15,11.0
pygbrM2pFaHC7fGy8,Veganic Pennywise,Flower,2015-09-09,2015-09-09,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.02,0.0,0.0,0.0,0.03,0.07,0.0,0.08,0.32,0.0,0.0,0.06,0.0,0.0,NaN,7.3,NaN,NaN,0.04,0.02,NaN,7.1,NaN,NaN,NaN,0.41,0.37,12.0
pyxeifrauxFZZhCGe,Space  Monkey,Flower,2017-02-28,2017-02-27,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.03,0.0,0.72,0.0,0.1,0.08,0.04,0.3,0.28,0.0,0.0,NaN,15.8,NaN,NaN,0.05,0.17,NaN,0.17,NaN,NaN,NaN,0.55,0.19,11.0
pzNqvqWvryB7QaGBp,Gorilla Glue #4,Flower,2015-09-24,2015-09-23,237,NaN,NaN,0.0,0.0,NaN,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.06,0.23,0.03,0.0,0.6,0.17,0.0,0.06,0.32,0.0,0.0,NaN,22.0,NaN,NaN,0.06,0.12,NaN,0.02,NaN,NaN,NaN,0.54,0.17,16.0
pzs4JqeLJoyQGBFWB,Pucker OG,Flower,2017-05-11,2017-05-10,178,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.02,0.0,0.02,0.0,0.09,1.02,0.07,0.05,0.25,0.0,0.0,27.3,0.6,NaN,NaN,0.0,0.0,0.17,0.0,NaN,NaN,1.33,0.19,0.0,14.0
q29bXtRcJidx4JB63,White Super Skunk,Flower,2017-11-17,2017-11-17,NaN,0.0,0.0,NaN,NaN,NaN,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.07,0.21,0.0,0.31,0.67,0.46,0.1,0.16,0.0,0.0,NaN,1.04,0.01,24.14,0.01,0.01,0.01,0.01,NaN,NaN,1.74,0.01,0.01,10.33
q9AsD7W4TdYSniGe3,Blue Dream R2,Flower,2018-06-20,2018-06-20,NaN,0.0,0.0,NaN,NaN,NaN,0.0,0.02,0.0,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.03,0.04,0.15,0.0,0.1,0.17,0.0,0.04,0.03,0.0,0.0,NaN,0.01,0.01,11.23,0.01,0.01,0.36,0.01,NaN,NaN,0.47,0.01,0.01,7.8
q9umeQzMHNNj3dgCY,Organic Ripped Bubba - 2,Flower,2017-02-15,2017-02-13,140,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.04,0.0,0.96,0.02,0.0,0.06,0.03,0.05,0.48,0.0,0.08,0.09,0.0,0.0,NaN,17.0,NaN,NaN,0.1,0.06,NaN,0.12,NaN,NaN,NaN,0.77,0.17,16.0
qCqiRc3YSxb4epykg,THC Bomb,Flower,2018-01-23,2018-01-23,245,0.0,0.0,NaN,NaN,NaN,0.0,0.03,0.0,0.0,0.0,0.04,0.0,0.04,0.0,0.02,0.03,0.06,0.04,0.0,0.12,0.63,0.03,0.06,0.19,0.0,0.0,NaN,0.53,0.01,28.17,0.01,0.01,0.38,0.01,NaN,NaN,1.03,0.1,0.01,10.61
qEe4nqejqQoAyfdjA,GMO Cookie,Flower,2018-04-24,2018-04-24,12,0.0,0.0,NaN,NaN,NaN,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.02,0.03,0.15,0.09,0.0,0.33,0.39,0.0,0.1,0.68,0.0,0.0,NaN,0.33,0.01,32.52,0.01,0.01,0.01,0.01,NaN,NaN,0.06,0.01,0.01,10.59
qHXjfbfgLQJ5doNyH,Hells OG x Querkle,Flower,2016-07-01,2016-06-29,48,NaN,NaN,0.0,0.0,NaN,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.49,0.01,0.12,0.08,0.02,0.36,0.65,0.01,0.11,0.16,0.02,0.0,NaN,18.7,NaN,NaN,0.07,0.1,NaN,0.16,NaN,NaN,NaN,0.35,0.25,12.0
qJdQcK8JgYHzAuaJW,Space Candy,Flower,2015-12-10,2015-12-05,48,NaN,NaN,0.0,0.01,NaN,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.04,0.02,0.0,0.15,0.09,0.0,0.03,0.26,0.0,0.0,NaN,19.3,NaN,NaN,0.04,0.1,NaN,0.01,NaN,NaN,NaN,0.13,0.18,15.0
